,sub,goal,trial_num_within_goal,trial_num,trial,current_state,planning_depth,decision,choice_numeric,control choice,got_to_goal
14174,79,2,13,-0.2542372881355932,13,backpack,2,3,0,1,1
14175,79,2,14,-0.2372881355932203,14,start,2,1,1,0,1
14176,79,2,14,-0.2372881355932203,14,toothbrush,2,2,1,0,1
14177,79,2,14,-0.2372881355932203,14,backpack,2,3,0,1,1
14178,79,2,15,-0.2203389830508474,15,start,2,1,1,0,0
14179,79,2,15,-0.2203389830508474,15,baby,2,2,1,0,0
14180,79,2,15,-0.2203389830508474,15,bowtie,2,3,1,0,0
14181,79,2,16,-0.2033898305084746,16,start,2,1,0,1,0
14182,79,2,16,-0.2033898305084746,16,baby,2,2,0,1,0
14183,79,2,16,-0.2033898305084746,16,bowtie,2,3,1,0,0
14184,79,1,17,-0.1864406779661017,17,start,1,1,1,0,1
14185,79,1,17,-0.1864406779661017,17,toothbrush,1,2,1,0,1
14186,79,1,17,-0.1864406779661017,17,backpack,1,3,1,0,1
14187,79,2,17,-0.1694915254237288,17,start,2,1,1,0,0
14188,79,2,17,-0.1694915254237288,17,toothbrush,2,2,1,0,0
14189,79,2,17,-0.1694915254237288,17,car,2,3,1,0,0
14190,79,3,17,-0.1525423728813559,17,start,3,1,1,0,0
14191,79,3,17,-0.1525423728813559,17,baby,3,2,1,0,0
14192,79,3,17,-0.1525423728813559,17,backpack,3,3,1,0,0
14193,79,3,18,-0.135593220338983,18,start,3,1,1,0,0
14194,79,3,18,-0.135593220338983,18,toothbrush,3,2,0,1,0
14195,79,3,18,-0.135593220338983,18,backpack,3,3,1,0,0
14196,79,3,19,-0.1186440677966101,19,start,3,1,0,1,0
14197,79,3,19,-0.1186440677966101,19,toothbrush,3,2,0,1,0
14198,79,3,19,-0.1186440677966101,19,backpack,3,3,0,1,0
14199,79,3,20,-0.1016949152542373,20,start,3,1,1,0,0
14200,79,3,20,-0.1016949152542373,20,toothbrush,3,2,1,0,0
14201,79,3,20,-0.1016949152542373,20,backpack,3,3,1,0,0
14202,79,2,18,-0.0847457627118644,18,start,2,1,1,0,0
14203,79,2,18,-0.0847457627118644,18,baby,2,2,1,0,0
14204,79,2,18,-0.0847457627118644,18,bowtie,2,3,1,0,0
14205,79,1,18,-0.0677966101694915,18,start,1,1,1,0,1
14206,79,1,18,-0.0677966101694915,18,toothbrush,1,2,1,0,1
14207,79,1,18,-0.0677966101694915,18,backpack,1,3,1,0,1
14208,79,1,19,-0.0508474576271186,19,start,1,1,1,0,1
14209,79,1,19,-0.0508474576271186,19,toothbrush,1,2,1,0,1
14210,79,1,19,-0.0508474576271186,19,car,1,3,1,0,1
14211,79,2,19,-0.0338983050847457,19,start,2,1,1,0,0
14212,79,2,19,-0.0338983050847457,19,toothbrush,2,2,0,1,0
14213,79,2,19,-0.0338983050847457,19,car,2,3,0,1,0
14214,79,1,20,-0.0169491525423728,20,start,1,1,1,0,1
14215,79,1,20,-0.0169491525423728,20,baby,1,2,1,0,1
14216,79,1,20,-0.0169491525423728,20,bowtie,1,3,0,1,1
14217,79,2,20,0.0,20,start,2,1,1,0,0
14218,79,2,20,0.0,20,baby,2,2,0,1,0
14219,79,2,20,0.0,20,bowtie,2,3,0,1,0
14220,80,3,1,-1.0,1,start,3,1,1,0,1
14221,80,3,1,-1.0,1,toothbrush,3,2,0,1,1
14222,80,3,1,-1.0,1,car,3,3,0,1,1
14223,80,2,1,-0.9830508474576272,1,start,2,1,0,1,1
14224,80,2,1,-0.9830508474576272,1,toothbrush,2,2,0,1,1
14225,80,2,1,-0.9830508474576272,1,backpack,2,3,0,1,1
14226,80,3,2,-0.9661016949152542,2,start,3,1,1,0,1
14227,80,3,2,-0.9661016949152542,2,toothbrush,3,2,0,1,1
14228,80,3,2,-0.9661016949152542,2,car,3,3,0,1,1
14229,80,1,1,-0.9491525423728814,1,start,1,1,0,1,1
14230,80,1,1,-0.9491525423728814,1,toothbrush,1,2,0,1,1
14231,80,1,1,-0.9491525423728814,1,car,1,3,0,1,1
14232,80,2,2,-0.9322033898305084,2,start,2,1,0,1,1
14233,80,2,2,-0.9322033898305084,2,toothbrush,2,2,0,1,1
14234,80,2,2,-0.9322033898305084,2,backpack,2,3,0,1,1
14235,80,2,3,-0.9152542372881356,3,start,2,1,0,1,1
14236,80,2,3,-0.9152542372881356,3,toothbrush,2,2,0,1,1
14237,80,2,3,-0.9152542372881356,3,backpack,2,3,0,1,1
14238,80,3,3,-0.8983050847457628,3,start,3,1,1,0,1
14239,80,3,3,-0.8983050847457628,3,toothbrush,3,2,0,1,1
14240,80,3,3,-0.8983050847457628,3,car,3,3,0,1,1
14241,80,2,4,-0.8813559322033898,4,start,2,1,0,1,1
14242,80,2,4,-0.8813559322033898,4,toothbrush,2,2,0,1,1
14243,80,2,4,-0.8813559322033898,4,backpack,2,3,0,1,1
14244,80,2,5,-0.864406779661017,5,start,2,1,0,1,1
14245,80,2,5,-0.864406779661017,5,toothbrush,2,2,0,1,1
14246,80,2,5,-0.864406779661017,5,backpack,2,3,0,1,1
14247,80,3,4,-0.847457627118644,4,start,3,1,1,0,1
14248,80,3,4,-0.847457627118644,4,baby,3,2,1,0,1
14249,80,3,4,-0.847457627118644,4,bowtie,3,3,1,0,1
14250,80,1,2,-0.8305084745762712,2,start,1,1,0,1,1
14251,80,1,2,-0.8305084745762712,2,toothbrush,1,2,0,1,1
14252,80,1,2,-0.8305084745762712,2,car,1,3,0,1,1
14253,80,1,3,-0.8135593220338984,3,start,1,1,0,1,1
14254,80,1,3,-0.8135593220338984,3,baby,1,2,0,1,1
14255,80,1,3,-0.8135593220338984,3,backpack,1,3,0,1,1
14256,80,1,4,-0.7966101694915254,4,start,1,1,0,1,1
14257,80,1,4,-0.7966101694915254,4,baby,1,2,0,1,1
14258,80,1,4,-0.7966101694915254,4,backpack,1,3,0,1,1
14259,80,3,5,-0.7796610169491526,5,start,3,1,1,0,1
14260,80,3,5,-0.7796610169491526,5,baby,3,2,1,0,1
14261,80,3,5,-0.7796610169491526,5,bowtie,3,3,1,0,1
14262,80,3,6,-0.7627118644067796,6,start,3,1,1,0,1
14263,80,3,6,-0.7627118644067796,6,toothbrush,3,2,0,1,1
14264,80,3,6,-0.7627118644067796,6,car,3,3,0,1,1
14265,80,3,7,-0.7457627118644068,7,start,3,1,0,1,1
14266,80,3,7,-0.7457627118644068,7,toothbrush,3,2,0,1,1
14267,80,3,7,-0.7457627118644068,7,car,3,3,0,1,1
14268,80,2,6,-0.7288135593220338,6,start,2,1,0,1,1
14269,80,2,6,-0.7288135593220338,6,baby,2,2,0,1,1
14270,80,2,6,-0.7288135593220338,6,backpack,2,3,0,1,1
14271,80,1,5,-0.711864406779661,5,start,1,1,0,1,1
14272,80,1,5,-0.711864406779661,5,baby,1,2,0,1,1
14273,80,1,5,-0.711864406779661,5,backpack,1,3,0,1,1
14274,80,1,6,-0.6949152542372882,6,start,1,1,0,1,1
14275,80,1,6,-0.6949152542372882,6,toothbrush,1,2,0,1,1
14276,80,1,6,-0.6949152542372882,6,backpack,1,3,0,1,1
14277,80,1,7,-0.6779661016949152,7,start,1,1,0,1,1
14278,80,1,7,-0.6779661016949152,7,toothbrush,1,2,0,1,1
14279,80,1,7,-0.6779661016949152,7,backpack,1,3,0,1,1
14280,80,1,8,-0.6610169491525424,8,start,1,1,0,1,1
14281,80,1,8,-0.6610169491525424,8,baby,1,2,0,1,1
14282,80,1,8,-0.6610169491525424,8,backpack,1,3,0,1,1
14283,80,3,8,-0.6440677966101694,8,start,3,1,0,1,1
14284,80,3,8,-0.6440677966101694,8,toothbrush,3,2,0,1,1
14285,80,3,8,-0.6440677966101694,8,car,3,3,0,1,1
14286,80,2,7,-0.6271186440677966,7,start,2,1,0,1,1
14287,80,2,7,-0.6271186440677966,7,toothbrush,2,2,0,1,1
14288,80,2,7,-0.6271186440677966,7,backpack,2,3,0,1,1
14289,80,2,8,-0.6101694915254238,8,start,2,1,0,1,1
14290,80,2,8,-0.6101694915254238,8,toothbrush,2,2,0,1,1
14291,80,2,8,-0.6101694915254238,8,backpack,2,3,0,1,1
14292,80,1,9,-0.5932203389830508,9,start,1,1,0,1,1
14293,80,1,9,-0.5932203389830508,9,baby,1,2,0,1,1
14294,80,1,9,-0.5932203389830508,9,bowtie,1,3,0,1,1
14295,80,3,9,-0.576271186440678,9,start,3,1,0,1,1
14296,80,3,9,-0.576271186440678,9,toothbrush,3,2,0,1,1
14297,80,3,9,-0.576271186440678,9,car,3,3,0,1,1
14298,80,2,9,-0.559322033898305,9,start,2,1,0,1,1
14299,80,2,9,-0.559322033898305,9,toothbrush,2,2,0,1,1
14300,80,2,9,-0.559322033898305,9,backpack,2,3,0,1,1
14301,80,2,10,-0.5423728813559322,10,start,2,1,0,1,1
14302,80,2,10,-0.5423728813559322,10,toothbrush,2,2,0,1,1
14303,80,2,10,-0.5423728813559322,10,backpack,2,3,0,1,1
14304,80,2,11,-0.5254237288135594,11,start,2,1,0,1,1
14305,80,2,11,-0.5254237288135594,11,toothbrush,2,2,0,1,1
14306,80,2,11,-0.5254237288135594,11,backpack,2,3,0,1,1
14307,80,3,10,-0.5084745762711864,10,start,3,1,0,1,1
14308,80,3,10,-0.5084745762711864,10,toothbrush,3,2,0,1,1
14309,80,3,10,-0.5084745762711864,10,car,3,3,0,1,1
14310,80,1,10,-0.4915254237288136,10,start,1,1,0,1,1
14311,80,1,10,-0.4915254237288136,10,baby,1,2,0,1,1
14312,80,1,10,-0.4915254237288136,10,bowtie,1,3,0,1,1
14313,80,3,11,-0.4745762711864407,11,start,3,1,0,1,1
14314,80,3,11,-0.4745762711864407,11,toothbrush,3,2,0,1,1
14315,80,3,11,-0.4745762711864407,11,car,3,3,0,1,1
14316,80,1,11,-0.4576271186440678,11,start,1,1,0,1,1
14317,80,1,11,-0.4576271186440678,11,toothbrush,1,2,0,1,1
14318,80,1,11,-0.4576271186440678,11,backpack,1,3,0,1,1
14319,80,3,12,-0.4406779661016949,12,start,3,1,0,1,1
14320,80,3,12,-0.4406779661016949,12,toothbrush,3,2,0,1,1
14321,80,3,12,-0.4406779661016949,12,car,3,3,0,1,1
14322,80,3,13,-0.423728813559322,13,start,3,1,0,1,1
14323,80,3,13,-0.423728813559322,13,toothbrush,3,2,0,1,1
14324,80,3,13,-0.423728813559322,13,car,3,3,0,1,1
14325,80,1,12,-0.4067796610169492,12,start,1,1,0,1,1
14326,80,1,12,-0.4067796610169492,12,baby,1,2,0,1,1
14327,80,1,12,-0.4067796610169492,12,backpack,1,3,0,1,1
14328,80,1,13,-0.3898305084745763,13,start,1,1,0,1,1
14329,80,1,13,-0.3898305084745763,13,baby,1,2,0,1,1
14330,80,1,13,-0.3898305084745763,13,backpack,1,3,0,1,1
14331,80,1,14,-0.3728813559322034,14,start,1,1,0,1,1
14332,80,1,14,-0.3728813559322034,14,baby,1,2,0,1,1
14333,80,1,14,-0.3728813559322034,14,backpack,1,3,0,1,1
14334,80,2,12,-0.3559322033898305,12,start,2,1,0,1,1
14335,80,2,12,-0.3559322033898305,12,toothbrush,2,2,0,1,1
14336,80,2,12,-0.3559322033898305,12,backpack,2,3,0,1,1
14337,80,2,13,-0.3389830508474576,13,start,2,1,0,1,1
14338,80,2,13,-0.3389830508474576,13,toothbrush,2,2,0,1,1
14339,80,2,13,-0.3389830508474576,13,backpack,2,3,0,1,1
14340,80,1,15,-0.3220338983050847,15,start,1,1,0,1,1
14341,80,1,15,-0.3220338983050847,15,toothbrush,1,2,0,1,1
14342,80,1,15,-0.3220338983050847,15,backpack,1,3,0,1,1
14343,80,3,14,-0.3050847457627119,14,start,3,1,0,1,1
14344,80,3,14,-0.3050847457627119,14,toothbrush,3,2,0,1,1
14345,80,3,14,-0.3050847457627119,14,car,3,3,0,1,1
14346,80,3,15,-0.288135593220339,15,start,3,1,0,1,1
14347,80,3,15,-0.288135593220339,15,toothbrush,3,2,0,1,1
14348,80,3,15,-0.288135593220339,15,car,3,3,0,1,1
14349,80,2,14,-0.2711864406779661,14,start,2,1,0,1,1
14350,80,2,14,-0.2711864406779661,14,toothbrush,2,2,0,1,1
14351,80,2,14,-0.2711864406779661,14,backpack,2,3,0,1,1
14352,80,1,16,-0.2542372881355932,16,start,1,1,1,0,1
14353,80,1,16,-0.2542372881355932,16,baby,1,2,0,1,1
14354,80,1,16,-0.2542372881355932,16,backpack,1,3,0,1,1
14355,80,3,16,-0.2372881355932203,16,start,3,1,0,1,1
14356,80,3,16,-0.2372881355932203,16,toothbrush,3,2,0,1,1
14357,80,3,16,-0.2372881355932203,16,car,3,3,0,1,1
14358,80,2,15,-0.2203389830508474,15,start,2,1,0,1,1
14359,80,2,15,-0.2203389830508474,15,toothbrush,2,2,0,1,1
14360,80,2,15,-0.2203389830508474,15,backpack,2,3,0,1,1
14361,80,3,17,-0.2033898305084746,17,start,3,1,0,1,1
14362,80,3,17,-0.2033898305084746,17,toothbrush,3,2,0,1,1
14363,80,3,17,-0.2033898305084746,17,car,3,3,0,1,1
14364,80,3,18,-0.1864406779661017,18,start,3,1,0,1,1
14365,80,3,18,-0.1864406779661017,18,toothbrush,3,2,0,1,1
14366,80,3,18,-0.1864406779661017,18,car,3,3,0,1,1
14367,80,1,17,-0.1694915254237288,17,start,1,1,1,0,1
14368,80,1,17,-0.1694915254237288,17,toothbrush,1,2,0,1,1
14369,80,1,17,-0.1694915254237288,17,backpack,1,3,0,1,1
14370,80,2,16,-0.1525423728813559,16,start,2,1,0,1,1
14371,80,2,16,-0.1525423728813559,16,toothbrush,2,2,0,1,1
14372,80,2,16,-0.1525423728813559,16,backpack,2,3,0,1,1
14373,80,1,18,-0.135593220338983,18,start,1,1,1,0,1
14374,80,1,18,-0.135593220338983,18,toothbrush,1,2,0,1,1
14375,80,1,18,-0.135593220338983,18,backpack,1,3,0,1,1
14376,80,2,17,-0.1186440677966101,17,start,2,1,0,1,1
14377,80,2,17,-0.1186440677966101,17,toothbrush,2,2,0,1,1
14378,80,2,17,-0.1186440677966101,17,backpack,2,3,0,1,1
14379,80,1,19,-0.1016949152542373,19,start,1,1,1,0,1
14380,80,1,19,-0.1016949152542373,19,toothbrush,1,2,0,1,1
14381,80,1,19,-0.1016949152542373,19,backpack,1,3,0,1,1
14382,80,1,20,-0.0847457627118644,20,start,1,1,1,0,1
14383,80,1,20,-0.0847457627118644,20,baby,1,2,1,0,1
14384,80,1,20,-0.0847457627118644,20,bowtie,1,3,0,1,1
14385,80,2,18,-0.0677966101694915,18,start,2,1,0,1,1
14386,80,2,18,-0.0677966101694915,18,toothbrush,2,2,0,1,1
14387,80,2,18,-0.0677966101694915,18,backpack,2,3,0,1,1
14388,80,2,19,-0.0508474576271186,19,start,2,1,0,1,1
14389,80,2,19,-0.0508474576271186,19,toothbrush,2,2,0,1,1
14390,80,2,19,-0.0508474576271186,19,backpack,2,3,0,1,1
14391,80,3,19,-0.0338983050847457,19,start,3,1,0,1,1
14392,80,3,19,-0.0338983050847457,19,toothbrush,3,2,0,1,1
14393,80,3,19,-0.0338983050847457,19,car,3,3,0,1,1
14394,80,2,20,-0.0169491525423728,20,start,2,1,0,1,1
14395,80,2,20,-0.0169491525423728,20,toothbrush,2,2,0,1,1
14396,80,2,20,-0.0169491525423728,20,backpack,2,3,0,1,1
14397,80,3,20,0.0,20,start,3,1,0,1,1
14398,80,3,20,0.0,20,toothbrush,3,2,0,1,1
14399,80,3,20,0.0,20,car,3,3,0,1,1
14400,81,3,1,-1.0,1,start,3,1,1,0,1
14401,81,3,1,-1.0,1,baby,3,2,1,0,1
14402,81,3,1,-1.0,1,bowtie,3,3,0,1,1
14403,81,3,2,-0.9830508474576272,2,start,3,1,1,0,1
14404,81,3,2,-0.9830508474576272,2,toothbrush,3,2,0,1,1
14405,81,3,2,-0.9830508474576272,2,car,3,3,0,1,1
14406,81,3,3,-0.9661016949152542,3,start,3,1,1,0,1
14407,81,3,3,-0.9661016949152542,3,toothbrush,3,2,0,1,1
14408,81,3,3,-0.9661016949152542,3,car,3,3,0,1,1
14409,81,1,1,-0.9491525423728814,1,start,1,1,1,0,1
14410,81,1,1,-0.9491525423728814,1,toothbrush,1,2,1,0,1
14411,81,1,1,-0.9491525423728814,1,car,1,3,1,0,1
14412,81,2,1,-0.9322033898305084,1,start,2,1,0,1,1
14413,81,2,1,-0.9322033898305084,1,baby,2,2,0,1,1
14414,81,2,1,-0.9322033898305084,1,backpack,2,3,0,1,1
14415,81,1,2,-0.9152542372881356,2,start,1,1,1,0,1
14416,81,1,2,-0.9152542372881356,2,toothbrush,1,2,1,0,1
14417,81,1,2,-0.9152542372881356,2,backpack,1,3,0,1,1
14418,81,1,3,-0.8983050847457628,3,start,1,1,1,0,1
14419,81,1,3,-0.8983050847457628,3,toothbrush,1,2,1,0,1
14420,81,1,3,-0.8983050847457628,3,backpack,1,3,0,1,1
14421,81,3,4,-0.8813559322033898,4,start,3,1,1,0,1
14422,81,3,4,-0.8813559322033898,4,toothbrush,3,2,0,1,1
14423,81,3,4,-0.8813559322033898,4,car,3,3,0,1,1
14424,81,1,4,-0.864406779661017,4,start,1,1,1,0,1
14425,81,1,4,-0.864406779661017,4,baby,1,2,1,0,1
14426,81,1,4,-0.864406779661017,4,backpack,1,3,0,1,1
14427,81,2,2,-0.847457627118644,2,start,2,1,0,1,1
14428,81,2,2,-0.847457627118644,2,toothbrush,2,2,0,1,1
14429,81,2,2,-0.847457627118644,2,backpack,2,3,0,1,1
14430,81,2,3,-0.8305084745762712,3,start,2,1,0,1,1
14431,81,2,3,-0.8305084745762712,3,baby,2,2,0,1,1
14432,81,2,3,-0.8305084745762712,3,backpack,2,3,0,1,1
14433,81,2,4,-0.8135593220338984,4,start,2,1,0,1,1
14434,81,2,4,-0.8135593220338984,4,baby,2,2,0,1,1
14435,81,2,4,-0.8135593220338984,4,backpack,2,3,0,1,1
14436,81,2,5,-0.7966101694915254,5,start,2,1,0,1,1
14437,81,2,5,-0.7966101694915254,5,toothbrush,2,2,0,1,1
14438,81,2,5,-0.7966101694915254,5,backpack,2,3,0,1,1
14439,81,2,6,-0.7796610169491526,6,start,2,1,0,1,1
14440,81,2,6,-0.7796610169491526,6,toothbrush,2,2,0,1,1
14441,81,2,6,-0.7796610169491526,6,backpack,2,3,0,1,1
14442,81,2,7,-0.7627118644067796,7,start,2,1,0,1,1
14443,81,2,7,-0.7627118644067796,7,toothbrush,2,2,0,1,1
14444,81,2,7,-0.7627118644067796,7,backpack,2,3,0,1,1
14445,81,2,8,-0.7457627118644068,8,start,2,1,1,0,1
14446,81,2,8,-0.7457627118644068,8,baby,2,2,0,1,1
14447,81,2,8,-0.7457627118644068,8,backpack,2,3,0,1,1
14448,81,3,5,-0.7288135593220338,5,start,3,1,1,0,1
14449,81,3,5,-0.7288135593220338,5,baby,3,2,0,1,1
14450,81,3,5,-0.7288135593220338,5,bowtie,3,3,0,1,1
14451,81,3,6,-0.711864406779661,6,start,3,1,1,0,0
14452,81,3,6,-0.711864406779661,6,baby,3,2,0,1,0
14453,81,3,6,-0.711864406779661,6,backpack,3,3,0,1,0
14454,81,1,5,-0.6949152542372882,5,start,1,1,1,0,1
14455,81,1,5,-0.6949152542372882,5,baby,1,2,1,0,1
14456,81,1,5,-0.6949152542372882,5,backpack,1,3,0,1,1
14457,81,1,6,-0.6779661016949152,6,start,1,1,1,0,1
14458,81,1,6,-0.6779661016949152,6,baby,1,2,1,0,1
14459,81,1,6,-0.6779661016949152,6,backpack,1,3,0,1,1
14460,81,1,7,-0.6610169491525424,7,start,1,1,1,0,1
14461,81,1,7,-0.6610169491525424,7,toothbrush,1,2,1,0,1
14462,81,1,7,-0.6610169491525424,7,backpack,1,3,0,1,1
14463,81,3,7,-0.6440677966101694,7,start,3,1,1,0,1
14464,81,3,7,-0.6440677966101694,7,toothbrush,3,2,0,1,1
14465,81,3,7,-0.6440677966101694,7,car,3,3,0,1,1
14466,81,3,8,-0.6271186440677966,8,start,3,1,1,0,1
14467,81,3,8,-0.6271186440677966,8,toothbrush,3,2,0,1,1
14468,81,3,8,-0.6271186440677966,8,car,3,3,0,1,1
14469,81,2,9,-0.6101694915254238,9,start,2,1,1,0,1
14470,81,2,9,-0.6101694915254238,9,toothbrush,2,2,0,1,1
14471,81,2,9,-0.6101694915254238,9,backpack,2,3,0,1,1
14472,81,3,9,-0.5932203389830508,9,start,3,1,0,1,1
14473,81,3,9,-0.5932203389830508,9,toothbrush,3,2,0,1,1
14474,81,3,9,-0.5932203389830508,9,car,3,3,0,1,1
14475,81,1,8,-0.576271186440678,8,start,1,1,1,0,1
14476,81,1,8,-0.576271186440678,8,baby,1,2,0,1,1
14477,81,1,8,-0.576271186440678,8,backpack,1,3,0,1,1
14478,81,2,10,-0.559322033898305,10,start,2,1,1,0,1
14479,81,2,10,-0.559322033898305,10,toothbrush,2,2,0,1,1
14480,81,2,10,-0.559322033898305,10,backpack,2,3,0,1,1
14481,81,1,9,-0.5423728813559322,9,start,1,1,1,0,1
14482,81,1,9,-0.5423728813559322,9,toothbrush,1,2,1,0,1
14483,81,1,9,-0.5423728813559322,9,backpack,1,3,0,1,1
14484,81,1,10,-0.5254237288135594,10,start,1,1,1,0,1
14485,81,1,10,-0.5254237288135594,10,toothbrush,1,2,1,0,1
14486,81,1,10,-0.5254237288135594,10,backpack,1,3,0,1,1
14487,81,2,11,-0.5084745762711864,11,start,2,1,1,0,1
14488,81,2,11,-0.5084745762711864,11,baby,2,2,0,1,1
14489,81,2,11,-0.5084745762711864,11,backpack,2,3,0,1,1
14490,81,2,12,-0.4915254237288136,12,start,2,1,1,0,1
14491,81,2,12,-0.4915254237288136,12,toothbrush,2,2,0,1,1
14492,81,2,12,-0.4915254237288136,12,backpack,2,3,0,1,1
14493,81,1,11,-0.4745762711864407,11,start,1,1,1,0,1
14494,81,1,11,-0.4745762711864407,11,toothbrush,1,2,1,0,1
14495,81,1,11,-0.4745762711864407,11,backpack,1,3,0,1,1
14496,81,1,12,-0.4576271186440678,12,start,1,1,1,0,1
14497,81,1,12,-0.4576271186440678,12,toothbrush,1,2,1,0,1
14498,81,1,12,-0.4576271186440678,12,backpack,1,3,0,1,1
14499,81,1,13,-0.4406779661016949,13,start,1,1,1,0,1
14500,81,1,13,-0.4406779661016949,13,toothbrush,1,2,1,0,1
14501,81,1,13,-0.4406779661016949,13,backpack,1,3,0,1,1
14502,81,3,10,-0.423728813559322,10,start,3,1,0,1,1
14503,81,3,10,-0.423728813559322,10,toothbrush,3,2,0,1,1
14504,81,3,10,-0.423728813559322,10,car,3,3,0,1,1
14505,81,1,14,-0.4067796610169492,14,start,1,1,1,0,1
14506,81,1,14,-0.4067796610169492,14,toothbrush,1,2,1,0,1
14507,81,1,14,-0.4067796610169492,14,backpack,1,3,0,1,1
14508,81,1,15,-0.3898305084745763,15,start,1,1,1,0,1
14509,81,1,15,-0.3898305084745763,15,toothbrush,1,2,1,0,1
14510,81,1,15,-0.3898305084745763,15,backpack,1,3,0,1,1
14511,81,2,13,-0.3728813559322034,13,start,2,1,0,1,1
14512,81,2,13,-0.3728813559322034,13,baby,2,2,0,1,1
14513,81,2,13,-0.3728813559322034,13,backpack,2,3,0,1,1
14514,81,1,16,-0.3559322033898305,16,start,1,1,1,0,1
14515,81,1,16,-0.3559322033898305,16,baby,1,2,0,1,1
14516,81,1,16,-0.3559322033898305,16,backpack,1,3,0,1,1
14517,81,3,11,-0.3389830508474576,11,start,3,1,0,1,1
14518,81,3,11,-0.3389830508474576,11,toothbrush,3,2,0,1,1
14519,81,3,11,-0.3389830508474576,11,car,3,3,0,1,1
14520,81,2,14,-0.3220338983050847,14,start,2,1,1,0,1
14521,81,2,14,-0.3220338983050847,14,toothbrush,2,2,0,1,1
14522,81,2,14,-0.3220338983050847,14,backpack,2,3,0,1,1
14523,81,1,17,-0.3050847457627119,17,start,1,1,1,0,1
14524,81,1,17,-0.3050847457627119,17,toothbrush,1,2,1,0,1
14525,81,1,17,-0.3050847457627119,17,backpack,1,3,0,1,1
14526,81,3,12,-0.288135593220339,12,start,3,1,0,1,0
14527,81,3,12,-0.288135593220339,12,baby,3,2,0,1,0
14528,81,3,12,-0.288135593220339,12,backpack,3,3,0,1,0
14529,81,3,13,-0.2711864406779661,13,start,3,1,0,1,1
14530,81,3,13,-0.2711864406779661,13,toothbrush,3,2,0,1,1
14531,81,3,13,-0.2711864406779661,13,car,3,3,0,1,1
14532,81,3,14,-0.2542372881355932,14,start,3,1,0,1,1
14533,81,3,14,-0.2542372881355932,14,toothbrush,3,2,0,1,1
14534,81,3,14,-0.2542372881355932,14,car,3,3,0,1,1
14535,81,2,15,-0.2372881355932203,15,start,2,1,1,0,1
14536,81,2,15,-0.2372881355932203,15,toothbrush,2,2,0,1,1
14537,81,2,15,-0.2372881355932203,15,backpack,2,3,0,1,1
14538,81,1,18,-0.2203389830508474,18,start,1,1,1,0,1
14539,81,1,18,-0.2203389830508474,18,baby,1,2,0,1,1
14540,81,1,18,-0.2203389830508474,18,backpack,1,3,0,1,1
14541,81,2,16,-0.2033898305084746,16,start,2,1,1,0,1
14542,81,2,16,-0.2033898305084746,16,toothbrush,2,2,0,1,1
14543,81,2,16,-0.2033898305084746,16,backpack,2,3,0,1,1
14544,81,2,17,-0.1864406779661017,17,start,2,1,1,0,1
14545,81,2,17,-0.1864406779661017,17,baby,2,2,0,1,1
14546,81,2,17,-0.1864406779661017,17,backpack,2,3,0,1,1
14547,81,3,15,-0.1694915254237288,15,start,3,1,0,1,1
14548,81,3,15,-0.1694915254237288,15,toothbrush,3,2,0,1,1
14549,81,3,15,-0.1694915254237288,15,car,3,3,0,1,1
14550,81,1,19,-0.1525423728813559,19,start,1,1,1,0,1
14551,81,1,19,-0.1525423728813559,19,toothbrush,1,2,1,0,1
14552,81,1,19,-0.1525423728813559,19,car,1,3,0,1,1
14553,81,1,20,-0.135593220338983,20,start,1,1,1,0,1
14554,81,1,20,-0.135593220338983,20,toothbrush,1,2,1,0,1
14555,81,1,20,-0.135593220338983,20,car,1,3,0,1,1
14556,81,3,16,-0.1186440677966101,16,start,3,1,0,1,1
14557,81,3,16,-0.1186440677966101,16,toothbrush,3,2,0,1,1
14558,81,3,16,-0.1186440677966101,16,car,3,3,0,1,1
14559,81,2,18,-0.1016949152542373,18,start,2,1,1,0,1
14560,81,2,18,-0.1016949152542373,18,baby,2,2,1,0,1
14561,81,2,18,-0.1016949152542373,18,backpack,2,3,0,1,1
14562,81,3,17,-0.0847457627118644,17,start,3,1,0,1,1
14563,81,3,17,-0.0847457627118644,17,toothbrush,3,2,0,1,1
14564,81,3,17,-0.0847457627118644,17,car,3,3,0,1,1
14565,81,2,19,-0.0677966101694915,19,start,2,1,1,0,1
14566,81,2,19,-0.0677966101694915,19,baby,2,2,0,1,1
14567,81,2,19,-0.0677966101694915,19,backpack,2,3,0,1,1
14568,81,3,18,-0.0508474576271186,18,start,3,1,0,1,1
14569,81,3,18,-0.0508474576271186,18,toothbrush,3,2,0,1,1
14570,81,3,18,-0.0508474576271186,18,car,3,3,0,1,1
14571,81,3,19,-0.0338983050847457,19,start,3,1,0,1,1
14572,81,3,19,-0.0338983050847457,19,toothbrush,3,2,0,1,1
14573,81,3,19,-0.0338983050847457,19,car,3,3,0,1,1
14574,81,3,20,-0.0169491525423728,20,start,3,1,0,1,1
14575,81,3,20,-0.0169491525423728,20,toothbrush,3,2,0,1,1
14576,81,3,20,-0.0169491525423728,20,car,3,3,0,1,1
14577,81,2,20,0.0,20,start,2,1,1,0,0
14578,81,2,20,0.0,20,toothbrush,2,2,1,0,0
14579,81,2,20,0.0,20,car,2,3,1,0,0
14580,82,1,1,-1.0,1,start,1,1,0,1,1
14581,82,1,1,-1.0,1,baby,1,2,0,1,1
